#Region	Chromosome	Start	Stop	CN-Probes	SNP-Probes
CNV504	chr3	163699331	163709661	CN_987586,CN_987587,CN_987588,CN_987589,CN_987591,CN_989639,CN_987590,CN_987593,CN_989636,CN_989637,CN_989640,CN_989641,CN_989642,CN_989643,CN_989644,CN_989645,CN_989646,CN_989647,CN_989648,CN_989649,CN_989656,CN_989657	SNP_A-2075971,SNP_A-4206470,SNP_A-4203296
CNV505	chr3	163995359	164106583	CN_989748,CN_237191,CN_989751,CN_989752,CN_989753,CN_989754,CN_989755,CN_989757,CN_989758,CN_989759,CN_989760,CN_989765,CN_989766,CN_989770,CN_989771,CN_991813,CN_991814,CN_991816,CN_991817,CN_991818,CN_991819,CN_991820,CN_991821,CN_991823,CN_991825,CN_991826,CN_991827,CN_991828,CN_237215,CN_991830,CN_991831,CN_991835,CN_991836,CN_237226,CN_991837,CN_991840,CN_991838,CN_991841,CN_991842,CN_991843,CN_991844,CN_991846,CN_991847,CN_991850,CN_991849,CN_991851,CN_991852	
CNV512	chr3	166751822	166754613	CN_1007189,CN_1007190,CN_1007191,CN_1007192,CN_1007194,CN_1007195	
CNV513	chr3	166765258	166779817	CN_1007205,CN_1007207,CN_1007209,CN_1007211,CN_1007212,CN_1007214,CN_1009278,CN_1009279,CN_1009281,CN_1009282	
CNV514	chr3	167539443	167547522	CN_978897,CN_978899,CN_978900	
CNV515	chr3	167573303	167576891	CN_978909,CN_978910	
CNV519	chr3	174692483	174698436	CN_983429,CN_983431	SNP_A-1780463,SNP_A-1787914
CNV521	chr3	176563449	176563928	CN_994339,CN_994340,CN_994341,CN_994342	
CNV526	chr3	187895563	187898222	CN_990265,CN_241373,CN_990266,CN_990268,CN_990269	SNP_A-8610448,SNP_A-1975577
CNV530	chr3	190846380	190847340	CN_1007703,CN_1007704,CN_1007706,CN_1007707,CN_1007710,CN_1007711	
CNV533	chr3	194090675	194091253	CN_992562,CN_992563,CN_992564	
CNV534	chr3	194092063	194092649	CN_992568,CN_992569,CN_992572,CN_992574	SNP_A-2032918
CNV535	chr3	194285095	194285261	CN_994693,CN_994694,CN_994695	
CNV536	chr3	194360664	194365605	CN_994740,CN_994741,CN_994742,CN_994744,CN_994745,CN_994747,CN_994749,CN_994750,CN_994751,CN_994752,CN_994758,CN_994759,CN_994755,CN_994756,CN_994757	
CNV540	chr3	199333526	199338015	CN_986155,CN_986156,CN_986157,CN_986160,CN_986162,CN_243373,CN_986163	
CNV548	chr4	9048570	9092100	CN_1112201,CN_1112202,CN_1112206,CN_1112207,CN_1114288,CN_1114294,CN_1114302,CN_1114310,CN_1114335	SNP_A-2087066,SNP_A-4293317,SNP_A-8508229,SNP_A-2201404,SNP_A-8428485,SNP_A-2084744,SNP_A-8461721,SNP_A-8595604,SNP_A-4253058
CNV550	chr4	9092101	9133245	CN_1114379,CN_1114418,CN_1114419,CN_1114420,CN_1116482,CN_1116483,CN_1116489,CN_1116490,CN_1116491,CN_1116492,CN_1116493,CN_1116536	SNP_A-8398265,SNP_A-8643905,SNP_A-8298775
CNV551	chr4	9137499	9155614	CN_1116570,CN_1116581,CN_1116584,CN_1116605,CN_1083608,CN_1083623	
CNV554	chr4	9890425	9911537	CN_1090366,CN_1090367,CN_1090371,CN_1090374,CN_1090375,CN_1090376,CN_1090379,CN_1090380,CN_1090382,CN_1090385,CN_1090386,CN_1090388,CN_1090396,CN_1090393,CN_1090395,CN_1090408,CN_1090411	SNP_A-8620297
CNV555	chr4	10068623	10076937	CN_1025152,CN_1025167,CN_1025166,CN_1025168,CN_1025169,CN_1025170,CN_1025171,CN_1025174,CN_1025177,CN_1025178,CN_1025185	SNP_A-2199860
CNV556	chr4	11342870	11343073	CN_1018836,CN_1018837	SNP_A-8554215
CNV559	chr4	12053882	12055524	CN_1025795,CN_1025798,CN_1025800,CN_1025802,CN_1027772,CN_1027773	
CNV560	chr4	12060201	12060739	CN_1027803,CN_1027804,CN_1027806,CN_1027808	
CNV564	chr4	20232980	20240211	CN_1066714,CN_1068773,CN_1068774,CN_1068780,CN_1068782,CN_1068783,CN_1068789,CN_1068790,CN_1068785,CN_1068786,CN_1068787,CN_1068788,CN_1068795,CN_1068791,CN_1068792,CN_1068793,CN_1068794,CN_1068797,CN_1068798,CN_1068799,CN_1068801,CN_1068804,CN_1068809,CN_1068802,CN_1068803,CN_1068805,CN_1068808	SNP_A-8619020
CNV565	chr4	21048308	21053120	CN_1073229,CN_1073230,CN_1073232,CN_1073236,CN_1073237,CN_1073238,CN_1073239,CN_1073240,CN_1073241,CN_1073243	
CNV567	chr4	22951468	22956389	CN_1049064,CN_1049066,CN_1049067	
CNV573	chr4	32269069	32272867	CN_1064704,CN_1064706	
CNV574	chr4	33201702	33208752	CN_1069146,CN_1069149,CN_1069151,CN_1069152,CN_272611,CN_1069150,CN_1069153,CN_1069154,CN_1069155,CN_1069156	
CNV575	chr4	34601591	34646749	CN_1077986,CN_1077987,CN_1077988,CN_1077989,CN_1077990,CN_1077991,CN_1077993,CN_1077995,CN_1077996,CN_1077997,CN_1077998,CN_1077999,CN_1078001,CN_1078002,CN_1078003,CN_272895,CN_1078006,CN_1078004,CN_1078007,CN_1078008,CN_1078010,CN_1078011,CN_1078012,CN_1078013,CN_1078014,CN_272902,CN_1078015,CN_1078016,CN_1078017,CN_1078018	
CNV581	chr4	43862813	43866674	CN_1054035,CN_1056110,CN_1056111	SNP_A-8314705
CNV588	chr4	55060456	55061279	CN_1067295,CN_1067298,CN_1067300	SNP_A-8308980
CNV591	chr4	57384248	57385430	CN_276174,CN_1080595,CN_1080599,CN_1080600,CN_1080596,CN_1080597,CN_1080598,CN_1080603,CN_1080601	SNP_A-8294796
CNV596	chr4	63498702	63500428	CN_1080720,CN_1080721,CN_1080722,CN_1080723,CN_1080726,CN_1080727	
CNV597	chr4	64526235	64536989	CN_1052052,CN_1052055,CN_1052051,CN_1052053,CN_1052054,CN_1052058,CN_1052064,CN_1052070,CN_1052072,CN_1052073,CN_1052074,CN_1052076,CN_1052077,CN_1052078	SNP_A-1808036,SNP_A-8568565
CNV602	chr4	69110971	69116908	CN_1109527,CN_1109530,CN_1109531,CN_1109532	
CNV603	chr4	69189254	69314745	CN_1109545,CN_278018,CN_1109549,CN_1109550,CN_278022,CN_1109551,CN_1109553,CN_1109554,CN_1109555,CN_1109556,CN_1109557,CN_1109558,CN_1109562,CN_1109567,CN_1109568,CN_1109569,CN_1109571,CN_1109573,CN_1109575,CN_1109576,CN_1109577,CN_1109578,CN_1109579,CN_1109580,CN_1109582,CN_1109583,CN_1109584,CN_1109585,CN_1109586,CN_1109588,CN_1109591,CN_1111652,CN_1111653,CN_1111654,CN_1111655,CN_1111656,CN_1111657,CN_1111658,CN_1111659,CN_1111660,CN_1111661,CN_1111663,CN_1111664,CN_1111665,CN_1111666,CN_1111667,CN_1111668,CN_1111669,CN_1111670	SNP_A-8353924
CNV605	chr4	70308404	70419860	CN_1113956,CN_1113957,CN_1113958,CN_1113960,CN_1113959,CN_1113961,CN_1113962,CN_278265,CN_1113964,CN_1113965,CN_1113966,CN_1113967,CN_1113969,CN_1113970,CN_1113972,CN_1113973,CN_1113974,CN_1113975,CN_1113976,CN_1113978,CN_278278,CN_1113979,CN_1113981,CN_1113980,CN_1113982,CN_1113983,CN_1113984,CN_1113985,CN_278285,CN_1113986,CN_1113987,CN_1113989,CN_1113991,CN_1113992,CN_1113993,CN_1113995,CN_1116050,CN_1116051,CN_1116052,CN_1116053,CN_1116054,CN_278298,CN_1116055,CN_1116056,CN_1116057,CN_1116058,CN_1116059,CN_1116060,CN_1116061	SNP_A-8528986,SNP_A-8354175
CNV615	chr4	78150419	78151009	CN_1083374,CN_1083375	SNP_A-2129748
CNV620	chr4	87333273	87337123	CN_1094575,CN_1094581,CN_1094577,CN_1094578,CN_1094579,CN_1094580,CN_1094588,CN_1094583,CN_1094586,CN_1094587,CN_1094590,CN_1094591,CN_1094592	SNP_A-2227300
CNV624	chr4	89027942	89028097	CN_1103405,CN_1103407	
CNV627	chr4	89127111	89127579	CN_1105556,CN_1105557,CN_1105558,CN_1105560	SNP_A-2262076
CNV636	chr4	97093336	97093580	CN_282681,CN_1112348,CN_1112349,CN_1112350	
CNV638	chr4	98529592	98542310	CN_1086026,CN_1086027,CN_1086030,CN_1086031,CN_1086032	SNP_A-8344807,SNP_A-2053306
CNV641	chr4	104564418	104573312	CN_256225,CN_256226,CN_1045327,CN_1045330,CN_1045331,CN_1047428,CN_1047429,CN_1047430,CN_1047431	SNP_A-8711647
CNV643	chr4	104577708	104605538	CN_1047434,CN_1047435,CN_1047436,CN_1047438,CN_1047437,CN_1047439,CN_1047440,CN_1047441,CN_1047442,CN_1047443,CN_1047444,CN_1047446,CN_1047447,CN_1047448,CN_1047450,CN_1047451,CN_1047453,CN_1047454,CN_1047456,CN_256243	SNP_A-8502136,SNP_A-8307252,SNP_A-8378521,SNP_A-8504293,SNP_A-8550729,SNP_A-8509767
CNV646	chr4	107300531	107304039	CN_1027559,CN_1027560	
CNV652	chr4	108869359	108872102	CN_1038663,CN_1038664,CN_1038665	
CNV655	chr4	111361745	111362273	CN_1016467,CN_1016468,CN_1016469	SNP_A-8674374,SNP_A-4224407
CNV657	chr4	112655023	112664019	CN_1014540,CN_1014541,CN_1014543,CN_1014546,CN_1014547,CN_1014548,CN_257532,CN_1014549,CN_1014550,CN_1014552	SNP_A-8598572,SNP_A-2137883
CNV662	chr4	115532927	115539779	CN_1016941,CN_1016942,CN_1016951,CN_1016949,CN_1016950,CN_1016955,CN_1016957	
CNV663	chr4	115865770	115868058	CN_1019059,CN_1019060	
CNV668	chr4	122640073	122642921	CN_1032209,CN_1032210,CN_1032211,CN_1032212,CN_1032213,CN_1032214,CN_1032215,CN_1032221,CN_1032216,CN_1032217,CN_1032218,CN_1032219,CN_1032227,CN_1032222,CN_1032223,CN_1032224,CN_1032225,CN_1032229,CN_1032230,CN_1028044,CN_259164	SNP_A-2045475,SNP_A-2122705
CNV670	chr4	126002171	126002848	CN_1032522,CN_1032523,CN_1032524,CN_1032531	
CNV681	chr4	138300647	138300660	CN_1072000,CN_1072001	
CNV682	chr4	138449800	138451019	CN_1072058,CN_1072061,CN_1072068,CN_1072062,CN_1072063,CN_1072064,CN_1072065,CN_1072066,CN_1072067,CN_1072074,CN_1072069,CN_1072071,CN_1072073	
CNV687	chr4	140591128	140595965	CN_1050116,CN_1050117	SNP_A-8451713,SNP_A-1822827
CNV689	chr4	144156951	144157605	CN_1069968,CN_1069969,CN_1069971,CN_1069972,CN_1069974	SNP_A-1849258
CNV690	chr4	144646071	144646262	CN_1072218,CN_1072217	
CNV699	chr4	152233956	152241903	CN_1081131,CN_1081129,CN_1081133,CN_264076,CN_1081134,CN_1081138,CN_1081139,CN_1081142,CN_1081143,CN_1081146,CN_1081147,CN_1081151	
CNV703	chr4	156160610	156160683	CN_1067999,CN_1068000,CN_1068001	
CNV704	chr4	156951873	156955600	CN_1072397,CN_1072398,CN_1072399,CN_1072400,CN_1072401,CN_1072402,CN_1072403,CN_1072404,CN_1072405,CN_1072410,CN_1072406,CN_1072408,CN_1072409	
CNV705	chr4	157237171	157237532	CN_1074641,CN_1074637,CN_1074638	SNP_A-8297286
CNV709	chr4	159087167	159088983	CN_1050495,CN_1050496	SNP_A-1979574,SNP_A-1979575,SNP_A-2169037,SNP_A-8499308,SNP_A-8440240
CNV712	chr4	161410375	161424724	CN_1063713,CN_1063714,CN_1063715,CN_1063716,CN_1063718,CN_1063720,CN_1063721,CN_1063722,CN_1063723,CN_1063724,CN_1063725,CN_1063726,CN_1063730,CN_1063731,CN_1063733,CN_1063728,CN_1063729,CN_1063732,CN_1063734,CN_1063735	SNP_A-8587339,SNP_A-4237946
CNV714	chr4	162221500	162289255	CN_1068195,CN_1068197,CN_1068198,CN_1068199,CN_1068202,CN_1068203,CN_1068204,CN_1068205,CN_1068206,CN_1068207,CN_1068212,CN_1068211,CN_1068216,CN_1068214,CN_1068215,CN_1068217,CN_1068218,CN_1068219,CN_1068220,CN_1068221,CN_1068223,CN_1068224,CN_1068225,CN_1068226,CN_1068227,CN_1068229,CN_1068233,CN_1068228,CN_1068230,CN_1068231,CN_1068232,CN_1070302,CN_1070305,CN_1070306,CN_1070307,CN_1070308,CN_1070301,CN_1070303,CN_1070309,CN_1070312,CN_1070316,CN_1070317,CN_1070318,CN_1070319,CN_265735,CN_1070320,CN_1070321,CN_1070322,CN_1070325,CN_1070326,CN_1070327,CN_1070330,CN_1070329,CN_1070332,CN_1070334,CN_1070335	SNP_A-8369021,SNP_A-8638792,SNP_A-2161651,SNP_A-8407276,SNP_A-8523533,SNP_A-1960038,SNP_A-2152198,SNP_A-8460937,SNP_A-8519535,SNP_A-8590434,SNP_A-8376937,SNP_A-2062588,SNP_A-8424313,SNP_A-4256332,SNP_A-4276943,SNP_A-8648469
CNV724	chr4	172749614	172752663	CN_1061791,CN_1061793,CN_1061794,CN_1061795,CN_1061796,CN_1061798,CN_1061799,CN_267413,CN_1061800,CN_1061801	
CNV725	chr4	173363878	173364263	CN_1064071,CN_1064072,CN_1064069,CN_1064070,CN_1064078,CN_1064079,CN_1064080,CN_1064073,CN_1064074,CN_1064075,CN_1064076,CN_1064077	
CNV726	chr4	173799677	173803373	CN_1066295,CN_1066296,CN_1066301,CN_1066298,CN_1066299,CN_1066300	
CNV731	chr4	179265579	179267680	CN_1061944,CN_1061946,CN_1061948,CN_1061949,CN_1061950,CN_1061951,CN_1061952	SNP_A-2070262
CNV738	chr4	189596509	189596588	CN_1051153,CN_1051154,CN_1051155,CN_1051156	
CNV740	chr4	189812236	189812559	CN_1053363,CN_1053364,CN_1053365,CN_1053366	SNP_A-2092797,SNP_A-8494795
CNV741	chr4	190570267	190574413	CN_1057843,CN_1057844,CN_1057845,CN_1057846	
CNV744	chr4	191278521	191284475	CN_1062229,CN_1062230,CN_1062231	
CNV753	chr5	8755523	8800138	CN_1124457,CN_1124466,CN_1124469,CN_1124488,CN_1124500,CN_1124506,CN_1124505,CN_1124526,CN_1124528,CN_1124533,CN_1124534,CN_1126635,CN_307058,CN_1126637,CN_1126639,CN_1126643,CN_1126659,CN_1126660,CN_1126691,CN_1126709,CN_1126710,CN_1126711,CN_307091,CN_1126728,CN_1126729,CN_1126730,CN_1126731	SNP_A-8673294,SNP_A-8361623,SNP_A-2062858,SNP_A-1839431,SNP_A-1914295,SNP_A-4285780
CNV758	chr5	12868780	12879650	CN_1086683,CN_1086684,CN_1086697,CN_1086698,CN_1086701,CN_1086702,CN_1086703	
CNV761	chr5	14365802	14369381	CN_1095824,CN_1095838,CN_1095837	
CNV766	chr5	15772218	15773597	CN_1104891,CN_1104888,CN_1104889	SNP_A-4260744,SNP_A-4294866,SNP_A-2028779
CNV769	chr5	17563468	17568801	CN_1134024,CN_1134026,CN_294881,CN_1134037	SNP_A-8513387
CNV770	chr5	17644656	17698273	CN_1136343,CN_1136344,CN_1136345,CN_1136356,CN_1136357,CN_1136364,CN_1136365,CN_1136366,CN_1136370,CN_1136372,CN_1136373,CN_1138493,CN_1138508,CN_1138516,CN_1138540,CN_1138553,CN_1138567,CN_1138568,CN_1138596,CN_1140749	SNP_A-8580909,SNP_A-4259507,SNP_A-8666443,SNP_A-8492675,SNP_A-8468831,SNP_A-8455269,SNP_A-8295404
CNV778	chr5	27561143	27561777	CN_1143275,CN_1143276,CN_1143277,CN_1143279,CN_1143280,CN_1143281	SNP_A-8534934,SNP_A-8327086
CNV779	chr5	28254644	28258446	CN_1145614,CN_1145615,CN_1145616	SNP_A-8659476
CNV790	chr5	38180803	38184641	CN_1128006	SNP_A-8534289
CNV796	chr5	46231640	46235192	CN_1136989,CN_1136991,CN_1136992	
CNV797	chr5	46306765	46309259	CN_1137008,CN_1137009,CN_1137010,CN_1137011,CN_1137012,CN_1137013,CN_1137014	
CNV799	chr5	52440276	52445196	CN_1119338,CN_1119339	
CNV801	chr5	57361784	57369290	CN_1148306,CN_1148304,CN_1148305,CN_1148309,CN_1148313,CN_1148315,CN_1148321,CN_1148323,CN_1148330,CN_1148331,CN_1148336	
CNV802	chr5	57992600	57994889	CN_1150651,CN_1150645,CN_1150646,CN_1150647,CN_1150648,CN_1150650,CN_1150652,CN_1150654,CN_1150655,CN_1150656,CN_1150663,CN_1150659,CN_1150660,CN_1152755,CN_1152757,CN_1152754	
CNV822	chr5	83985102	83990457	CN_1140041,CN_1140042,CN_1140043	
CNV825	chr5	86151134	86154902	CN_1153342,CN_1153343	
CNV829	chr5	97098292	97119490	CN_1140323,CN_1140324,CN_1140326,CN_1140328,CN_1140331	SNP_A-8664941,SNP_A-2230471,SNP_A-8676405,SNP_A-8569933,SNP_A-1877130,SNP_A-8570392
CNV830	chr5	97142617	97146263	CN_1142424,CN_1142425,CN_1142426,CN_1142427	
CNV833	chr5	97512922	97517816	CN_1142557,CN_1142558,CN_1142559	SNP_A-8313519
CNV839	chr5	101201120	101210967	CN_1101450,CN_1101448,CN_1101449,CN_1101453,CN_1101455,CN_1101456,CN_1101457,CN_283392,CN_1101461	SNP_A-4203883
CNV841	chr5	101214560	101234788	CN_1101465,CN_1101466,CN_1101467,CN_283393,CN_1101468,CN_1101469,CN_1101471,CN_1101476,CN_1101477,CN_283394,CN_1101484,CN_1101487,CN_1101488,CN_1101489,CN_1101490,CN_1101491,CN_1101492,CN_1101493	SNP_A-1877813,SNP_A-8458098,SNP_A-1889891,SNP_A-8583652
CNV846	chr5	104464614	104506104	CN_1086155,CN_1086156,CN_1086157,CN_1086159,CN_283920,CN_1086161,CN_1086162	SNP_A-8558795,SNP_A-8356747,SNP_A-8691105,SNP_A-1982767,SNP_A-8665474,SNP_A-2198959
CNV847	chr5	111717193	111717413	CN_1095049,CN_1095050,CN_1095051,CN_1095052	
CNV850	chr5	114784536	114787066	CN_1112755,CN_1112756	
CNV852	chr5	115624233	115653127	CN_1084152,CN_1084154,CN_1084157,CN_1084160,CN_1084159,CN_1084161,CN_1084165,CN_1084166,CN_1084167,CN_1084170,CN_1084171,CN_1084172,CN_1084174,CN_1084175,CN_1084176,CN_1084177,CN_1084179,CN_1084180	SNP_A-8467009,SNP_A-8413573,SNP_A-8373246,SNP_A-8358838,SNP_A-8468521,SNP_A-8666563,SNP_A-4211204,SNP_A-2116946,SNP_A-1862701,SNP_A-1798672,SNP_A-1954632
CNV853	chr5	117416321	117416982	CN_1093103,CN_1093104,CN_1093105,CN_1095173,CN_1095170,CN_1095171,CN_1095172	SNP_A-8663817
CNV865	chr5	140204020	140223940	CN_1113233,CN_1113234,CN_1113235,CN_1113238,CN_1113242	SNP_A-8407844
CNV874	chr5	150185693	150198797	CN_291090,CN_1098131,CN_1098133,CN_1098135,CN_1098136,CN_1098137	
CNV876	chr5	151495579	151498544	CN_1104737,CN_291278,CN_1104739,CN_1104740,CN_1104741,CN_1104747,CN_1104744,CN_1104745,CN_1104746	SNP_A-1838588,SNP_A-8663635
CNV877	chr5	155409350	155415307	CN_1091696,CN_1091697,CN_1091698,CN_1091699,CN_291840,CN_291841,CN_1091707,CN_1091702,CN_1091703,CN_1091704,CN_1091705,CN_1091706	
CNV878	chr5	155509796	155522862	CN_1093809,CN_1093810,CN_1093811,CN_291860	SNP_A-2092672,SNP_A-1884458,SNP_A-8369726
CNV886	chr5	165772240	165782533	CN_1118177,CN_1118178,CN_1118181,CN_1118179,CN_1118180,CN_1118182,CN_1118183,CN_1118185,CN_293428,CN_1118186,CN_1118187,CN_1118188,CN_1118189,CN_1118190,CN_1118192,CN_1118191,CN_1118193,CN_1118194,CN_1118195,CN_1118196,CN_1118198,CN_1118200,CN_1118199,CN_1118201,CN_1118202,CN_1118206,CN_1118205,CN_1118207	SNP_A-8350554,SNP_A-1822041,SNP_A-4238801
CNV895	chr5	177090005	177131055	CN_1140784,CN_1140785	
CNV896	chr5	177160157	177165211	CN_1140787,CN_1140788,CN_1140789	
CNV898	chr5	178042581	178045769	CN_1145221,CN_1145222,CN_1145224	
CNV901	chr5	180311316	180350709	CN_295757,CN_1120905,CN_1120906,CN_1120907,CN_1120910,CN_1120911,CN_1120914,CN_295771,CN_1120916,CN_1120917,CN_1120919,CN_1120920	
CNV902	chr6	202353	326149	CN_1159810,CN_1159848,CN_1159925,CN_1164233,CN_1164307,CN_1166507,CN_1166508,CN_1170900,CN_1177550,CN_1177572,CN_1179759,CN_1179758,CN_1179760,CN_1179770,CN_1179771,CN_1184148,CN_1157751,CN_1157825,CN_1159988,CN_1162207,CN_1162285,CN_1164395,CN_1164396,CN_1166625,CN_1168917,CN_1168918,CN_1168919,CN_1171038,CN_1171049,CN_1171050,CN_1171051,CN_1171053,CN_1171060,CN_1171120,CN_1171121,CN_1171123,CN_1171124,CN_1171128,CN_1171129,CN_1171130,CN_1173233,CN_1173234,CN_1173250,CN_322873,CN_1173262,CN_1173260,CN_1173261,CN_1173279,CN_1173283,CN_322932,CN_1173296,CN_1173292,CN_1173294,CN_1173295,CN_322990,CN_1173298,CN_1173299,CN_1175427,CN_1175444,CN_1175472,CN_1175494	SNP_A-2189759,SNP_A-8527769,SNP_A-2238724,SNP_A-1984759,SNP_A-1784897,SNP_A-1874690,SNP_A-8384788,SNP_A-1960636,SNP_A-8651811,SNP_A-8585151,SNP_A-2175990,SNP_A-8457831,SNP_A-8324128,SNP_A-8318166,SNP_A-8691535
CNV917	chr6	19152681	19152877	CN_1188457,CN_1188460,CN_1188461,CN_1188462,CN_1188458,CN_1188459	
CNV925	chr6	26845011	26876548	CN_1159998,CN_1159996,CN_1159997,CN_1159999,CN_1160000,CN_1160001,CN_1160002,CN_1160003,CN_1160004,CN_1160007,CN_1160005,CN_1160006,CN_1160008,CN_1160009,CN_1160015,CN_1160016,CN_1160018,CN_1160017,CN_1160020	SNP_A-8615632
CNV928	chr6	29945171	30029106	CN_1173218,CN_1173225,CN_1173227,CN_1173229,CN_1173230,CN_1173235,CN_1173237	
CNV930	chr6	31394255	31404430	CN_1173314,CN_1173315,CN_1173316,CN_1173317,CN_1173319,CN_1173318,CN_1173320,CN_1173321,CN_1173322,CN_1173323	
CNV933	chr6	32539530	32681749	CN_1175481,CN_1175484,CN_1175486,CN_1175487,CN_1175490,CN_1175492,CN_1175496,CN_1175497,CN_1175499,CN_1175498,CN_1175500,CN_1175501,CN_1175502,CN_1175504,CN_1175505,CN_1175508,CN_1175510,CN_1175511,CN_1175514,CN_1175516,CN_1175519	SNP_A-8350098
CNV934	chr6	32700999	32710085	CN_1175528,CN_1175529,CN_1175530,CN_1175531,CN_1175532	
CNV936	chr6	34045414	34045784	CN_1179933,CN_1179937,CN_1179939,CN_1179932,CN_1179934,CN_1179936,CN_1179938	
CNV937	chr6	34046721	34050683	CN_1179941,CN_1179946,CN_1179942,CN_1179943,CN_1179944,CN_1179945,CN_1179947	
CNV944	chr6	49039688	49043159	CN_1169369,CN_1169370,CN_1169371	SNP_A-1943020,SNP_A-8502141
CNV950	chr6	54039110	54039814	CN_1178083,CN_1178081,CN_326656,CN_1178084,CN_1178085,CN_1178086	
CNV956	chr6	65768120	65770513	CN_1202140,CN_1202141	SNP_A-8450425
CNV958	chr6	66456258	66460573	CN_1206510,CN_1206511,CN_328385,CN_1206512,CN_1206516,CN_1206518,CN_1206519,CN_1206522,CN_328387,CN_1206523,CN_1206524,CN_328388,CN_1206526,CN_1206527,CN_1206528	SNP_A-1986253,SNP_A-1986254
CNV960	chr6	67097634	67099913	CN_1210887,CN_1210888,CN_1210889,CN_1210891,CN_1210890,CN_1210892	
CNV969	chr6	74648957	74658138	CN_329734,CN_329735,CN_1215535,CN_1215536,CN_1215538	SNP_A-8550288
CNV970	chr6	74766429	74773741	CN_1217635,CN_1217637	
CNV972	chr6	77073620	77073646	CN_1195749,CN_1195750,CN_1195751	
CNV973	chr6	77073713	77084327	CN_330135,CN_1195745,CN_1195746,CN_1195753,CN_1195754,CN_1195756,CN_1195757,CN_1195758,CN_1195759,CN_1195760,CN_330138,CN_1195766,CN_1195767,CN_330139,CN_1195768,CN_1195769,CN_1195770,CN_1195771	SNP_A-8565381,SNP_A-2271039,SNP_A-8356329,SNP_A-8386159
CNV975	chr6	77496588	77509522	CN_1197990,CN_1197993,CN_1197994,CN_1197996,CN_1197997,CN_1197998,CN_330200,CN_1197999,CN_1198001,CN_330201,CN_1198002,CN_1198003	SNP_A-2026216,SNP_A-4276196,SNP_A-4298645,SNP_A-8553162,SNP_A-8636326,SNP_A-8388258
CNV976	chr6	78938170	78955234	CN_1206772,CN_1206774,CN_1206776,CN_1206777,CN_1206778	
CNV977	chr6	79025784	79091904	CN_1206812,CN_1206811,CN_1206813,CN_1206815,CN_1206816,CN_1206817,CN_1206818,CN_1206819,CN_1206820,CN_1206821,CN_1206822,CN_1206823,CN_1206824,CN_1206825,CN_1206826,CN_1206827,CN_1206828,CN_1206829,CN_1206830,CN_1206831,CN_1206832,CN_1206833,CN_1206836,CN_1206839,CN_1206843,CN_1206840,CN_1206841,CN_1206842,CN_1206844,CN_330433,CN_1206847,CN_1206848,CN_1206846,CN_1206849,CN_1206850,CN_330436,CN_1206851,CN_1206852,CN_1206853,CN_1206854,CN_1206855,CN_1206857,CN_1206856,CN_1206862,CN_1206863,CN_1206858,CN_1206859,CN_1206860,CN_1206861,CN_1206864,CN_1206865,CN_1206866,CN_1206867,CN_1206870,CN_1206871,CN_1206874,CN_1206875,CN_1206876,CN_1206877,CN_1206879,CN_1206880,CN_1206881,CN_1206882,CN_1206883,CN_1206884,CN_1206885,CN_1206886,CN_1206887,CN_1206888,CN_1206889,CN_1206890,CN_1206892,CN_1206893,CN_1206895,CN_1206894,CN_330449,CN_1208966,CN_1208967,CN_1208968,CN_1208969,CN_1208970,CN_1208973,CN_1208974,CN_1208975,CN_330451,CN_1208976,CN_1208978,CN_1208981,CN_330453	SNP_A-2036540,SNP_A-8424000,SNP_A-1794129,SNP_A-8607717,SNP_A-4231181,SNP_A-2069577,SNP_A-8399037,SNP_A-2084968
CNV978	chr6	79577781	79585293	CN_330522,CN_1211218	
CNV980	chr6	81341677	81346253	CN_1220086,CN_1220094,CN_1220090,CN_1220091,CN_1220092,CN_1220093,CN_1220100,CN_1220095,CN_1220096,CN_1220097,CN_1220098,CN_1220099,CN_1220101,CN_1220102,CN_1220103,CN_1220104,CN_1220105,CN_1220106,CN_1220108,CN_1220110,CN_1220111,CN_1220112	SNP_A-2275339
CNV984	chr6	87466524	87467835	CN_1218039,CN_1218040,CN_1218041,CN_1218046,CN_1218043,CN_1218044,CN_1218045,CN_1218050,CN_1218047,CN_1218048,CN_1218049	SNP_A-1986753
CNV986	chr6	93632587	93635351	CN_1218089,CN_1218092,CN_1218090,CN_1218095,CN_1218100,CN_1218101,CN_1218110,CN_1218111,CN_1218112,CN_1218113,CN_1218114,CN_1218115,CN_1218116,CN_1218118,CN_1218119	
CNV992	chr6	103844669	103868754	CN_1144800,CN_1144821,CN_309803,CN_1144824,CN_1144831,CN_1144834,CN_1144841,CN_1144842,CN_1144843	
CNV1004	chr6	126225385	126228469	CN_1165416,CN_1165417,CN_1165418	
CNV1010	chr6	134592448	134598896	CN_1178787,CN_1178788,CN_1178789	
CNV1031	chr6	165698228	165702339	CN_1183883,CN_1183884	
CNV1040	chr7	250145	253709	CN_1233349,CN_1233351,CN_1233352,CN_1233354,CN_1233355,CN_1235576,CN_1235577	SNP_A-1988564
CNV1042	chr7	4190189	4192068	CN_1258345,CN_1258355	SNP_A-1805517,SNP_A-2100220
CNV1046	chr7	6627350	6637323	CN_1229634,CN_1229636,CN_351249,CN_1229673	
CNV1051	chr7	11778212	11783011	CN_1220820,CN_1220821,CN_1220837	SNP_A-2012388
